raw_text,aspectTerms
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.","[{'term': 'eggplant parmesan', 'polarity': 'positive'}, {'term': 'baked ziti with meatsauce', 'polarity': 'positive'}, {'term': 'serves', 'polarity': 'positive'}]"
"Quality ingredients preparation all around, and a very fair price for NYC.","[{'term': 'ingredients', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
"Service was very good - prompt, attentive and non-intrusive.","[{'term': 'Service', 'polarity': 'positive'}]"
"My entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid, and was unnecessarily heated with a burner.","[{'term': 'hot pot with seafood', 'polarity': 'negative'}, {'term': 'shrimp', 'polarity': 'negative'}, {'term': 'squid', 'polarity': 'negative'}, {'term': 'entree', 'polarity': 'positive'}, {'term': 'crabmeat', 'polarity': 'negative'}]"
We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.,"[{'term': 'cheese fondue', 'polarity': 'neutral'}, {'term': 'kielbasa', 'polarity': 'neutral'}, {'term': 'apples', 'polarity': 'neutral'}]"
"In such a crappy part of town to find a good value for lunch, this place is great.","[{'term': 'value', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'positive'}]"
"Its not curry in a slurry crap, and regular run of the mill food.","[{'term': 'curry', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'neutral'}]"
"In fact, while leaving the place we saw two people looking at the menu, and I couldn't help telling them that the food was horrible.","[{'term': 'food', 'polarity': 'negative'}, {'term': 'menu', 'polarity': 'neutral'}]"
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.","[{'term': 'table', 'polarity': 'positive'}, {'term': 'seated', 'polarity': 'positive'}]"
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.","[{'term': 'white sauce', 'polarity': 'negative'}, {'term': 'Chinese food', 'polarity': 'neutral'}]"
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.","[{'term': 'bread', 'polarity': 'positive'}, {'term': 'paratha bread', 'polarity': 'positive'}, {'term': 'bread', 'polarity': 'negative'}, {'term': 'stuffing', 'polarity': 'positive'}, {'term': 'tandoori', 'polarity': 'positive'}]"
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.","[{'term': 'Service', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}, {'term': 'delivery time', 'polarity': 'negative'}, {'term': 'pizza', 'polarity': 'positive'}]"
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,"[{'term': 'food', 'polarity': 'conflict'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'negative'}]"
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'decor', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'portions', 'polarity': 'positive'}]"
A word to the wise - the Hoboken health inspector clued me to his findings that this is THE cleanest restaurant in town.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
An excellent service,"[{'term': 'service', 'polarity': 'positive'}]"
"The food however, is what one might expect.","[{'term': 'food', 'polarity': 'neutral'}]"
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,"[{'term': 'Thai noodles with shrimp and chicken and coconut juice', 'polarity': 'positive'}]"
I must give it Yon out of Yon stars!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The pizza was really good.,"[{'term': 'pizza', 'polarity': 'positive'}]"
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.","[{'term': 'menu items', 'polarity': 'negative'}]"
"Food is average, and I would say even the chain restaurant Baluchi's tastes better.","[{'term': 'Food', 'polarity': 'neutral'}]"
The place is small and cramped but the food is fantastic.,"[{'term': 'place', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'positive'}]"
The food is tasty and portion sizes are appropriate.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'portion sizes', 'polarity': 'positive'}]"
A little crowded but they move that line really fast!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Enjoy!!!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,"[{'term': 'Kosher dills', 'polarity': 'positive'}, {'term': 'sandwich', 'polarity': 'positive'}]"
Kudos to Po!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The entertainment was great they have shows that go on through out the dinner.,"[{'term': 'shows', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'neutral'}, {'term': 'entertainment', 'polarity': 'positive'}]"
My boyfriend and I were in NY for a few days and Pastis was a place that came recommended.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
The food is so cheap and the waiters are nice.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'waiters', 'polarity': 'positive'}]"
The food there is so good that even to order out the wait is incredible.,"[{'term': 'food', 'polarity': 'positive'}, {'term': 'wait', 'polarity': 'negative'}]"
The bartender on my most recent visit was so incredibly rude that I will never go back.,"[{'term': 'bartender', 'polarity': 'negative'}]"
"Their sushi, Kamikaze and other Rolls are fresh and well presented.","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'Kamikaze', 'polarity': 'positive'}, {'term': 'Rolls', 'polarity': 'positive'}]"
"For authentic Thai food, look no further than Toons.","[{'term': 'Thai food', 'polarity': 'positive'}]"
"It's true, you feel like your in a scene from Goodfellas.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
I read the other review and have to say I had the opposite experience here last Sunday.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.","[{'term': 'mayonaisse', 'polarity': 'negative'}, {'term': 'food runners', 'polarity': 'neutral'}, {'term': 'bill', 'polarity': 'negative'}, {'term': 'fries', 'polarity': 'negative'}]"
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.","[{'term': 'braised lamb shank in red wine', 'polarity': 'positive'}, {'term': 'special', 'polarity': 'positive'}]"
"If anyones has doubt of not knowing enough about wines,please check their wine list.","[{'term': 'wines', 'polarity': 'neutral'}, {'term': 'wine list', 'polarity': 'positive'}]"
Never again!,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.","[{'term': 'waitstaff', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'neutral'}]"
Have the iced tea.,"[{'term': 'iced tea', 'polarity': 'positive'}]"
For Park avenue I expected so much more.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.","[{'term': 'salmon', 'polarity': 'negative'}, {'term': 'chicken', 'polarity': 'positive'}, {'term': 'servings', 'polarity': 'negative'}, {'term': 'entree', 'polarity': 'negative'}]"
So rude.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
you can actually get 2 salads worth if u take it home and add it to some lettuce!,"[{'term': 'salads', 'polarity': 'negative'}, {'term': 'lettuce', 'polarity': 'neutral'}]"
The ambience is very romantic and definitely a good place to bring a date.,"[{'term': 'ambience', 'polarity': 'positive'}, {'term': 'place', 'polarity': 'positive'}]"
They are FAST.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.","[{'term': 'bar', 'polarity': 'positive'}, {'term': 'tables', 'polarity': 'negative'}, {'term': 'waiter', 'polarity': 'neutral'}, {'term': 'bartender', 'polarity': 'neutral'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
"The food is very good for it's price, better than most fried dumplings I've had.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'fried dumplings', 'polarity': 'negative'}]"
There are much better places in NY with better prices.,"[{'term': 'prices', 'polarity': 'negative'}]"
"Very neighborhoody, very quick and sufficient.","[{'term': 'noaspectterm', 'polarity': 'none'}]"
Obv caviar is top of the line but the rest of the menu is so diverse it gives you a chance to taste so manydifferent varietys.,"[{'term': 'Obv caviar', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'positive'}]"
I ate here a week ago and found most dishes average at best and too expensive.,"[{'term': 'dishes', 'polarity': 'negative'}]"
"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!","[{'term': 'noaspectterm', 'polarity': 'none'}]"
And I could do without the cigar smoke.,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"Still, try it once, since if you end up loving the food, it could be one of your best dining experiences.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'dining experiences', 'polarity': 'positive'}]"
I've waited over one hour for food.,"[{'term': 'food', 'polarity': 'neutral'}]"
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.","[{'term': 'pizza', 'polarity': 'positive'}, {'term': 'santa fe chopped salad', 'polarity': 'positive'}, {'term': 'fish and chips', 'polarity': 'positive'}]"
The ambience is very calm and quiet.,"[{'term': 'ambience', 'polarity': 'positive'}]"
"Both times I was extremely dissappointed by the service, which was boarderline rude.","[{'term': 'service', 'polarity': 'negative'}]"
Stay away from the latter since you won't go for seconds (hint hint).,"[{'term': 'noaspectterm', 'polarity': 'none'}]"
"not only does make the best pizza in NY , maybe anywhere.","[{'term': 'pizza', 'polarity': 'positive'}]"
The spicy Tuna roll is huge and probably the best that I've had at this price range.,"[{'term': 'Tuna roll', 'polarity': 'positive'}, {'term': 'price range', 'polarity': 'positive'}]"
Price and quality of fish alone will keep us from making a return visit.,"[{'term': 'Price', 'polarity': 'negative'}, {'term': 'fish', 'polarity': 'negative'}, {'term': 'quality', 'polarity': 'negative'}]"
Our waiter and all of the people helping him were attentive and genuine.,"[{'term': 'waiter', 'polarity': 'positive'}]"
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,"[{'term': 'place', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'served', 'polarity': 'positive'}]"
This is one of the best comfort food places in the city.,"[{'term': 'comfort food', 'polarity': 'positive'}]"
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.","[{'term': 'ingredients', 'polarity': 'positive'}, {'term': 'technique', 'polarity': 'positive'}, {'term': 'lunch', 'polarity': 'neutral'}, {'term': 'dinner', 'polarity': 'neutral'}]"
I had a huge pastrami sandwich on a roll.,"[{'term': 'pastrami sandwich', 'polarity': 'positive'}]"
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.","[{'term': 'table', 'polarity': 'negative'}, {'term': 'atomosphere', 'polarity': 'positive'}, {'term': 'room', 'polarity': 'negative'}, {'term': 'spot', 'polarity': 'negative'}]"
The fish was not fresh and the rice tasted old and stale.,"[{'term': 'fish', 'polarity': 'negative'}, {'term': 'rice', 'polarity': 'negative'}]"
"Considering their price of $6.25 for lunch special, the dish was ridiculously small.","[{'term': 'price', 'polarity': 'negative'}, {'term': 'dish', 'polarity': 'negative'}, {'term': 'lunch special', 'polarity': 'negative'}]"
This is the pinnacle of Indian Fast Food (all fast foods in my opinion).,"[{'term': 'Indian Fast Food', 'polarity': 'positive'}]"
"Besides, when you have bad service, that's less money you have to tip.","[{'term': 'service', 'polarity': 'negative'}, {'term': 'money', 'polarity': 'negative'}, {'term': 'tip', 'polarity': 'negative'}]"
